weertman_c_prefactor,ungrounded_weertmanC_prefactor,glen_a_ref_prefactor,melt_rate_prefactor_exponent,per_century_trend,bump_amplitude,bump_duration
-1.169525804794751,-1.1834233063446338,0.3395998960768818,6.400630217988615,120.18167781671755,546.8259785576989,-12.975854493157303
-0.989970547732109,-0.6236013344705512,-0.1361137110139541,6.034268646302451,190.06051870445765,687.2959825890639,-13.853224774254823
-0.914298238613841,-0.2317321081486723,-0.44064947363377577,5.899093666988571,267.35650685565224,810.1958341241696,-14.950683975742578
-1.1248043221309547,-0.4850322773459277,0.06561129240419283,6.253522263735892,168.2189832848216,598.7938886686618,-17.34126262946975
-0.8042112965727881,-0.47716725719782804,-0.001236734500152159,5.670485927931554,135.9659324869887,700.0378148866082,-11.798854208028072
-0.7553116380157929,-0.2437303257447856,0.2460851469198987,4.827947292734383,497.92221344159753,776.5090308375627,-9.799088740667068
-0.8724752946294057,-0.8675002999973618,0.29210985507543397,5.668162245888657,327.85617375116453,745.4835964135743,-10.030511368192311
-0.8607317544073798,-0.5950244079688767,0.42264345534028624,5.936774066621266,121.70733639341447,738.2275647375051,-10.848217954484838
-0.8369939541578515,-0.5812839525171702,0.15359357662969642,5.957196473909228,-21.454843050784234,799.3407860594303,-12.060903491828535
-1.101884157045087,-0.820731214662437,-0.42254856897307586,7.233672106848379,-136.1477557805577,629.5510642597737,-14.495499934514333
